iter	Logloss
190	0.01484259227
191	0.01469268651
192	0.0145938671
193	0.01438166531
194	0.01426383656
195	0.01409101425
196	0.01399750728
197	0.01390083333
198	0.01379322851
199	0.01364099224
200	0.01355030311
201	0.01346577278
202	0.01338679177
203	0.01333464441
204	0.01325389423
205	0.01317766444
206	0.01310284357
207	0.01302811399
208	0.01293003852
209	0.01288023402
210	0.01274166872
211	0.01268897482
212	0.01263645118
213	0.01253722217
214	0.01245719989
215	0.01239043528
216	0.01224750504
217	0.0121974612
218	0.01216890032
219	0.01211313936
220	0.01200348532
221	0.01192433652
222	0.01182725914
223	0.01176309277
224	0.01166870616
225	0.01159277863
226	0.01152390928
227	0.01147296604
228	0.01140690713
229	0.01136968793
230	0.01131576893
231	0.01118770022
232	0.0110953653
233	0.01104630474
234	0.01098151904
235	0.0109216584
236	0.01087144923
237	0.01081770913
238	0.01075670358
239	0.01068994268
240	0.01065481218
241	0.0105693109
242	0.01052600323
243	0.01046348266
244	0.0104265065
245	0.01032100273
246	0.01029072079
247	0.01026022234
248	0.01021773078
249	0.01015654079
250	0.01010573388
251	0.01000755046
252	0.009956162466
253	0.009906960644
254	0.009860032589
255	0.009818981412
256	0.009762376585
257	0.009718306469
258	0.009682377128
259	0.009647600709
260	0.009578684477
261	0.009533943211
262	0.009495352095
263	0.009465552548
264	0.009413345974
265	0.009374381654
266	0.009338595426
267	0.009279758779
268	0.009228682919
269	0.009181234846
270	0.009149569898
271	0.009115457226
272	0.00902990166
273	0.008985315844
274	0.008945433011
275	0.008888192812
276	0.008858190934
277	0.00882450575
278	0.008767258766
279	0.008723920252
280	0.008658591711
281	0.008630111023
282	0.008596812615
283	0.00855227368
284	0.008524287719
285	0.008480898621
286	0.008448482331
287	0.008412668344
288	0.008324292468
289	0.008288304525
290	0.008271960052
291	0.008234743313
292	0.008208890473
293	0.008182618165
294	0.008154978882
295	0.00811801444
296	0.008084038097
297	0.008056513551
298	0.008031617469
299	0.007975396333
300	0.007932796207
301	0.007891352704
302	0.007829337965
303	0.007776345503
304	0.007737589068
305	0.007689284168
306	0.007663505969
307	0.007628197812
308	0.007608024454
309	0.007559355604
310	0.007536200317
311	0.007508442596
312	0.007481418328
313	0.007456522247
314	0.007429565217
315	0.007405323631
316	0.007383504475
317	0.007325981752
318	0.007308732954
319	0.007258684176
320	0.007206261698
321	0.007168326927
322	0.007153556695
323	0.007099822761
324	0.007073141471
325	0.007058359519
326	0.007022074247
327	0.006927775843
328	0.006904511988
329	0.006890875556
330	0.006872648409
331	0.006844225707
332	0.006817546267
333	0.006794085015
334	0.006751822932
335	0.006731970961
336	0.006701354068
337	0.006647680586
338	0.006611752479
339	0.006557109902
340	0.006518899392
341	0.006471643781
342	0.006459327441
343	0.00642796229
344	0.00638804738
345	0.006363762612
346	0.006349312534
347	0.00631160477
348	0.006289973759
349	0.006274924087
350	0.006247215715
351	0.006210618309
352	0.006181481893
353	0.006157224268
354	0.006127774484
355	0.006083023348
356	0.006062878366
357	0.006046971251
358	0.006019460276
359	0.006002323748
360	0.005965024965
361	0.005938617563
362	0.00592511314
363	0.005895805852
364	0.005851654309
365	0.005827817386
366	0.005799336699
367	0.005789337306
368	0.005753230925
369	0.005735898234
370	0.005704751453
371	0.00568883015
372	0.005664070396
373	0.00563357996
374	0.005595788302
375	0.005577851699
376	0.005548657914
377	0.005529317942
378	0.005509053905
379	0.0054841862
380	0.005460364698
381	0.005445738197
382	0.005425458121
383	0.0053940831
384	0.005364114532
385	0.005342684002
386	0.005323070758
387	0.005302210829
388	0.005293362508
389	0.005268192538
390	0.005223491368
391	0.005203654819
392	0.005176829798
393	0.005151889919
394	0.00514433825
395	0.005101636958
396	0.005066338054
397	0.005045876003
398	0.005028898935
399	0.005004325783
400	0.004982393741
401	0.004937600041
402	0.004905617407
403	0.004891252456
404	0.004876976334
405	0.004832988877
406	0.004819257448
407	0.004805879173
408	0.004779119541
409	0.004752148632
410	0.004721703844
411	0.004680874739
412	0.00466459072
413	0.004645437658
414	0.004610727244
415	0.004593256066
416	0.004562671866
417	0.004536459085
418	0.00450344937
419	0.004489297238
420	0.004453316697
421	0.00443435363
422	0.004407564079
423	0.004383251244
424	0.004364787221
425	0.004337028267
426	0.004327646974
427	0.004310258147
428	0.004284292729
429	0.004265089701
430	0.004252998517
431	0.004239944098
432	0.004221676855
433	0.004208506773
434	0.004199255639
435	0.004186121952
436	0.004154085959
437	0.004122073407
438	0.004109357338
439	0.004093357076
440	0.004063036278
441	0.004039088936
442	0.004013376125
443	0.003997964662
444	0.003988832274
445	0.003978026946
446	0.003955849701
447	0.003945438859
448	0.003924229784
449	0.003910069324
450	0.003889466319
451	0.003866003525
452	0.003855912528
453	0.003838809311
454	0.003820088363
455	0.003807046281
456	0.003797281297
457	0.003780775206
458	0.003747104519
459	0.003726916048
460	0.00370087383
461	0.003691575506
462	0.003680219626
463	0.003658319352
464	0.003648194736
465	0.003639137915
466	0.00361906634
467	0.003599894155
468	0.003573201144
469	0.003564281266
470	0.00353673513
471	0.003520007584
472	0.003507330686
473	0.003481405673
474	0.00346323867
475	0.003451272093
476	0.003439443694
477	0.003428669827
478	0.003399970461
479	0.003389701498
480	0.003369135197
481	0.003360049999
482	0.003345608249
483	0.003338599112
484	0.003327449266
485	0.003305406805
486	0.003282564269
487	0.003264395416
488	0.003253524084
489	0.003245895924
490	0.003224815773
491	0.003204339226
492	0.00319371464
493	0.003186383192
494	0.003179246981
495	0.003168968457
496	0.003145805152
497	0.0031358548
498	0.003128906734
499	0.003122579543
500	0.003102270783
501	0.00308162614
502	0.003077271993
503	0.003070405045
504	0.003055381898
505	0.003048769715
506	0.003034238828
507	0.00302756465
508	0.003007791946
509	0.00300138888
510	0.002993852941
511	0.002984790259
512	0.00297842328
513	0.002957992073
514	0.002951857035
515	0.002932590161
516	0.002926584974
517	0.002908153953
518	0.002902323956
519	0.002887224318
520	0.002880767894
521	0.002869677883
522	0.002848337107
523	0.002830939645
524	0.002825094225
525	0.002819556006
526	0.002812729462
527	0.002807309988
528	0.002795610206
529	0.002787744552
530	0.002782334331
531	0.002763690184
532	0.002746256326
533	0.002740897614
534	0.002735723653
535	0.002724584602
536	0.002706710919
537	0.002700107064
538	0.002694848592
539	0.00268981065
540	0.00268191477
541	0.002671374386
542	0.002666371606
543	0.002652221016
544	0.0026382487
545	0.002630886717
546	0.00262119915
547	0.002606004515
548	0.002601381107
549	0.002588349203
550	0.002575608922
551	0.002570993996
552	0.002561356241
553	0.002551128917
554	0.002535934899
555	0.002531311645
556	0.002526928043
557	0.002516870203
558	0.002512027036
559	0.002504700368
560	0.00249101983
561	0.002488835509
562	0.002488821783
563	0.002477033326
564	0.002472739633
565	0.002468531375
566	0.002468521968
567	0.002453994628
568	0.002449854071
569	0.002440362976
570	0.002436162892
571	0.002436183248
572	0.002432089574
573	0.002423802909
574	0.002411018059
575	0.002407005194
576	0.002396311982
577	0.00238267848
578	0.002382697911
579	0.002382699916
580	0.002382674933
581	0.002382664292
582	0.002375673353
583	0.002373252618
584	0.002373276522
585	0.002373251847
586	0.002373282228
587	0.002373259558
588	0.002373284233
589	0.002373237968
590	0.002369409391
591	0.002369385179
592	0.002369381324
593	0.002369355878
594	0.002369359425
595	0.002366567491
596	0.002364262418
597	0.002352124352
598	0.002345512015
599	0.002344795217
600	0.002342167986
601	0.002326539849
602	0.002321366042
603	0.002317618429
604	0.002309083939
605	0.002302794068
606	0.002302799774
607	0.002300574123
608	0.002300586614
609	0.002300586614
610	0.002300482518
611	0.002300486682
612	0.002300462007
613	0.002300450595
614	0.002300455376
615	0.002294376165
616	0.002290607887
617	0.002279558126
618	0.002269506146
619	0.002269502445
620	0.002269477616
621	0.002269450165
622	0.00226945618
623	0.002269442917
624	0.002269432431
625	0.002269422561
626	0.002269418243
627	0.002269406831
628	0.002269388016
629	0.002269397269
630	0.002269374445
631	0.002269344219
632	0.00226938046
633	0.002269392643
634	0.002269344681
635	0.002269326947
636	0.002269311833
637	0.002269331419
638	0.002269316151
639	0.002269296257
640	0.002265610948
641	0.002265582572
642	0.002265561599
643	0.002250970721
644	0.002250939106
645	0.002250939106
646	0.002250939106
647	0.002250957767
648	0.00225091875
649	0.002250872793
650	0.00224862879
651	0.0022486328
652	0.002248628328
653	0.00224859733
654	0.002248593629
655	0.002248574043
656	0.002248494159
657	0.002248497089
658	0.002248480588
659	0.002248460232
660	0.002248459306
661	0.002248466555
662	0.002248475345
663	0.00224844296
664	0.002247803887
665	0.00223494964
666	0.002232443161
667	0.002229666957
668	0.0022172092
669	0.002217196709
670	0.002216531728
671	0.002216533732
672	0.002216539284
673	0.002216510908
674	0.002214079841
675	0.002214079841
676	0.002214079841
677	0.002214085547
678	0.00220830166
679	0.002208281612
680	0.002208260176
681	0.002208195251
682	0.002208204966
683	0.002207091987
684	0.002207022743
685	0.00220698496
686	0.002206931447
687	0.002206931447
688	0.002206928517
689	0.002206886879
690	0.002206886879
691	0.002206886879
692	0.002206886879
693	0.002206878705
694	0.002206868373
695	0.002206851563
696	0.002206783554
697	0.002201219425
698	0.00220122251
699	0.00220120678
700	0.002201190433
701	0.002201148177
702	0.002190296894
703	0.002190306763
704	0.002190308922
705	0.002190281472
706	0.002190298898
707	0.002190292884
708	0.002190277771
709	0.002190276537
710	0.002190277617
711	0.002190267592
712	0.002188167165
713	0.002188161767
714	0.002188162076
715	0.002188155753
716	0.002188170095
717	0.002188133546
718	0.002186128424
719	0.0021861056
720	0.002186131971
721	0.00218609974
722	0.002186115778
723	0.002179681869
724	0.00217914535
725	0.002179114661
726	0.002179094613
727	0.002179069167
728	0.002179069167
729	0.002179109572
730	0.002179084743
731	0.002167119708
732	0.002167122793
733	0.002167111689
734	0.002167093029
735	0.00216710259
736	0.002164720718
737	0.002164714241
738	0.002164724419
739	0.002164137317
740	0.002164115573
741	0.002164126676
742	0.002164140093
743	0.002164107708
744	0.002164112797
745	0.002164109096
746	0.002164122358
747	0.002164096758
748	0.002164096758
749	0.002164105549
750	0.002164113568
751	0.002164072855
752	0.002164098609
753	0.002164086272
754	0.002164085963
755	0.002164077635
756	0.002164075939
757	0.002164061134
758	0.002164044325
759	0.002164058821
760	0.002164062985
761	0.002164040932
762	0.002164051573
763	0.002164039081
764	0.002164018416
765	0.002164018416
766	0.002164027207
767	0.002164049722
768	0.002164043708
769	0.002164029828
770	0.002164029828
771	0.002163983255
772	0.002164020113
773	0.002164043399
774	0.002164031679
775	0.002164031679
776	0.002162962034
777	0.002162970053
778	0.00216298239
779	0.002162975605
780	0.002162950622
781	0.00216293921
782	0.002162941986
783	0.002162929648
784	0.002157578956
785	0.002157591293
786	0.002147969422
787	0.002147897557
788	0.002147900025
789	0.002145896137
790	0.002145886113
791	0.002145893669
792	0.002145889043
793	0.002145886884
794	0.002145876706
795	0.002145846633
796	0.002145844012
797	0.002145844012
798	0.002145844012
799	0.002145844012
800	0.002145844012
801	0.002145868069
802	0.002145864677
803	0.002145848638
804	0.00214584833
805	0.002145825814
806	0.002145805303
807	0.002145815019
808	0.002145797901
809	0.002145812706
810	0.002145799597
811	0.002145801756
812	0.002145804841
813	0.002145771067
814	0.00214579898
815	0.002145806383
816	0.00214578032
817	0.00214432097
818	0.00214431912
819	0.002144331457
820	0.00214430339
821	0.002144326831
822	0.002144289819
823	0.002144290436
824	0.002144292749
825	0.002136996924
826	0.002137020674
827	0.002136969165
828	0.002136969782
829	0.002136950043
830	0.002136939247
831	0.002136943103
832	0.002136937397
833	0.002136937397
834	0.002136906708
835	0.002136913493
836	0.002136900693
837	0.002136900693
838	0.002136889898
839	0.002136892211
840	0.002136892057
841	0.002136882496
842	0.002136859672
843	0.002136892982
844	0.002136868462
845	0.002136846101
846	0.002136833763
847	0.002136860905
848	0.002136813407
849	0.002136813407
850	0.002136827132
851	0.002136827749
852	0.002136827749
853	0.002136827749
854	0.002136825436
855	0.002136825436
856	0.002136825436
857	0.002136829445
858	0.002136829445
859	0.002136829445
860	0.00213679891
861	0.00213679891
862	0.002136794747
863	0.002136815257
864	0.002136740925
865	0.002136720106
866	0.002136699904
867	0.002136705764
868	0.002136697436
869	0.002136686178
870	0.002136686178
871	0.002136686178
872	0.002136693735
873	0.00213667307
874	0.00213667307
875	0.002136687875
876	0.002136673687
877	0.002136673687
878	0.002136645928
879	0.002136643306
880	0.002136639142
881	0.002136639142
882	0.002136639142
883	0.002136628039
884	0.002136653639
885	0.002136634053
886	0.002136632665
887	0.002136632665
888	0.00213664161
889	0.002136626959
890	0.002131475668
891	0.002131481374
892	0.002131479832
893	0.002131479832
894	0.002131479832
895	0.002131431254
896	0.002131458704
897	0.002131458704
898	0.002131458704
899	0.002131429095
900	0.002131427244
901	0.002131403032
902	0.002131394396
903	0.002131401799
904	0.002131401799
905	0.002131401799
906	0.002131401799
907	0.002129950005
908	0.002129923634
909	0.002129923634
910	0.002129914998
911	0.002129891403
912	0.002129891403
913	0.002129891403
914	0.002129782064
915	0.002129782064
916	0.00212981229
917	0.0021298163
918	0.002129791933
919	0.002129802112
920	0.002129808126
921	0.002129769726
922	0.002129752454
923	0.002129766642
924	0.002129782064
925	0.00212975924
926	0.002129758931
927	0.002129764329
928	0.002129754305
929	0.002129716676
930	0.002129704647
931	0.002129718681
932	0.002129718681
933	0.002129684445
934	0.002129684445
935	0.002129680281
936	0.002129698324
937	0.002129697245
938	0.002129699712
939	0.002129710199
940	0.002129707114
941	0.002129707114
942	0.002129707114
943	0.002129707114
944	0.002129707114
945	0.002129707114
946	0.002129685832
947	0.00212965684
948	0.002129657765
949	0.002129623992
950	0.002129650363
951	0.002129636021
952	0.002129628618
953	0.002129627693
954	0.002129612117
955	0.002129630931
956	0.002129621833
957	0.002129640493
958	0.002129594228
959	0.002129619211
960	0.002129593148
961	0.002129570324
962	0.002129593611
963	0.002129580811
964	0.00212956431
965	0.002129574026
966	0.002129558912
967	0.002129546729
968	0.0021295219
969	0.002129522209
970	0.002129520821
971	0.00212952699
972	0.002129539635
973	0.002129539635
974	0.002129502623
975	0.002129480725
976	0.002129479645
977	0.002129479182
978	0.002129479182
979	0.002129458517
980	0.002129473631
981	0.002129494604
982	0.002129462836
983	0.002129462836
984	0.002129489052
985	0.002129489052
986	0.002129489052
987	0.002129489052
988	0.002129489052
989	0.002129489052
990	0.002129489052
991	0.002129489052
992	0.002129489052
993	0.002129489052
994	0.002129489052
995	0.002129489052
996	0.002129489052
997	0.002129489052
998	0.002129489052
999	0.002129489052
